time[s],v[m/s],w[rad/s],wp_x,wp_y,theta_wp[rad]
156.90,0.00,1.00,-1.00,-2.00,3.07
157.00,0.00,-1.57,-1.00,-2.00,-3.11
157.10,0.00,1.00,-1.00,-2.00,3.02
157.20,0.00,1.00,-1.00,-2.00,3.12
157.30,0.00,-1.57,-1.00,-2.00,-3.07
157.40,0.00,1.00,-1.00,-2.00,3.06
157.50,0.00,-1.57,-1.00,-2.00,-3.12
157.60,0.00,1.00,-1.00,-2.00,3.00
157.70,0.00,1.00,-1.00,-2.00,3.10
157.80,0.00,-1.57,-1.00,-2.00,-3.08
157.90,0.00,1.00,-1.00,-2.00,3.05
158.00,0.00,-1.57,-1.00,-2.00,-3.14
158.10,0.00,1.00,-1.00,-2.00,2.99
158.20,0.00,1.00,-1.00,-2.00,3.09
158.30,0.00,-1.57,-1.00,-2.00,-3.09
158.40,0.00,1.00,-1.00,-2.00,3.03
158.50,0.00,1.00,-1.00,-2.00,3.13
158.60,0.00,-1.57,-1.00,-2.00,-3.05
158.70,0.00,1.00,-1.00,-2.00,3.07
158.80,0.00,-1.57,-1.00,-2.00,-3.11
158.90,0.00,1.00,-1.00,-2.00,3.02
159.00,0.00,1.00,-1.00,-2.00,3.12
159.10,0.00,-1.57,-1.00,-2.00,-3.07
159.20,0.00,1.00,-1.00,-2.00,3.06
159.30,0.00,-1.57,-1.00,-2.00,-3.12
159.40,0.00,1.00,-1.00,-2.00,3.00
159.50,0.00,1.00,-1.00,-2.00,3.10
159.60,0.00,-1.57,-1.00,-2.00,-3.08
159.70,0.00,1.00,-1.00,-2.00,3.05
159.80,0.00,-1.57,-1.00,-2.00,-3.14
159.90,0.00,1.00,-1.00,-2.00,2.99
160.00,0.00,1.00,-1.00,-2.00,3.09
160.10,0.00,-1.57,-1.00,-2.00,-3.09
160.20,0.00,1.00,-1.00,-2.00,3.03
160.30,0.00,1.00,-1.00,-2.00,3.13
160.40,0.00,-1.57,-1.00,-2.00,-3.05
160.50,0.00,1.00,-1.00,-2.00,3.08
160.60,0.00,-1.57,-1.00,-2.00,-3.11
160.70,0.00,1.00,-1.00,-2.00,3.02
160.80,0.00,1.00,-1.00,-2.00,3.12
160.90,0.00,-1.57,-1.00,-2.00,-3.06
161.00,0.00,1.00,-1.00,-2.00,3.06
161.10,0.00,-1.57,-1.00,-2.00,-3.12
161.20,0.00,1.00,-1.00,-2.00,3.00
161.30,0.00,1.00,-1.00,-2.00,3.10
161.40,0.00,-1.57,-1.00,-2.00,-3.08
161.50,0.00,1.00,-1.00,-2.00,3.05
161.60,0.00,-1.57,-1.00,-2.00,-3.14
161.70,0.00,1.00,-1.00,-2.00,2.99
161.80,0.00,1.00,-1.00,-2.00,3.09
161.90,0.00,-1.57,-1.00,-2.00,-3.09
162.00,0.00,1.00,-1.00,-2.00,3.03
162.10,0.00,1.00,-1.00,-2.00,3.13
162.20,0.00,-1.57,-1.00,-2.00,-3.05
162.30,0.00,1.00,-1.00,-2.00,3.08
162.40,0.00,-1.57,-1.00,-2.00,-3.11
162.50,0.00,1.00,-1.00,-2.00,3.02
162.60,0.00,1.00,-1.00,-2.00,3.12
162.70,0.00,-1.57,-1.00,-2.00,-3.06
162.80,0.00,1.00,-1.00,-2.00,3.06
162.90,0.00,-1.57,-1.00,-2.00,-3.12
163.00,0.00,1.00,-1.00,-2.00,3.00
163.10,0.00,1.00,-1.00,-2.00,3.10
163.20,0.00,-1.57,-1.00,-2.00,-3.08
163.30,0.00,1.00,-1.00,-2.00,3.05
163.40,0.00,-1.57,-1.00,-2.00,-3.14
163.50,0.00,1.00,-1.00,-2.00,2.99
163.60,0.00,1.00,-1.00,-2.00,3.09
163.70,0.00,-1.57,-1.00,-2.00,-3.09
163.80,0.00,1.00,-1.00,-2.00,3.03
163.90,0.00,1.00,-1.00,-2.00,3.13
164.00,0.00,-1.57,-1.00,-2.00,-3.05
164.10,0.00,1.00,-1.00,-2.00,3.08
164.20,0.00,-1.57,-1.00,-2.00,-3.11
164.30,0.00,1.00,-1.00,-2.00,3.02
164.40,0.00,1.00,-1.00,-2.00,3.12
164.50,0.00,-1.57,-1.00,-2.00,-3.06
164.60,0.00,1.00,-1.00,-2.00,3.06
164.70,0.00,-1.57,-1.00,-2.00,-3.12
164.80,0.00,1.00,-1.00,-2.00,3.00
164.90,0.00,1.00,-1.00,-2.00,3.10
165.00,0.00,-1.57,-1.00,-2.00,-3.08
165.10,0.00,1.00,-1.00,-2.00,3.05
165.20,0.00,-1.57,-1.00,-2.00,-3.14
165.30,0.00,1.00,-1.00,-2.00,2.99
165.40,0.00,1.00,-1.00,-2.00,3.09
165.50,0.00,-1.57,-1.00,-2.00,-3.09
165.60,0.00,1.00,-1.00,-2.00,3.03
165.70,0.00,1.00,-1.00,-2.00,3.13
165.80,0.00,-1.57,-1.00,-2.00,-3.05
165.90,0.00,1.00,-1.00,-2.00,3.08
166.00,0.00,-1.57,-1.00,-2.00,-3.11
166.10,0.00,1.00,-1.00,-2.00,3.02
166.20,0.00,1.00,-1.00,-2.00,3.12
166.30,0.00,-1.57,-1.00,-2.00,-3.06
166.40,0.00,1.00,-1.00,-2.00,3.06
166.50,0.00,-1.57,-1.00,-2.00,-3.12
166.60,0.00,1.00,-1.00,-2.00,3.01
166.70,0.00,1.00,-1.00,-2.00,3.11
166.80,0.00,-1.57,-1.00,-2.00,-3.08
166.90,0.00,1.00,-1.00,-2.00,3.05
167.00,0.00,-1.57,-1.00,-2.00,-3.13
167.10,0.00,1.00,-1.00,-2.00,2.99
167.20,0.00,1.00,-1.00,-2.00,3.09
167.30,0.00,-1.57,-1.00,-2.00,-3.09
167.40,0.00,1.00,-1.00,-2.00,3.03
167.50,0.00,1.00,-1.00,-2.00,3.13
167.60,0.00,-1.57,-1.00,-2.00,-3.05
167.70,0.00,1.00,-1.00,-2.00,3.08
167.80,0.00,-1.57,-1.00,-2.00,-3.11
167.90,0.00,1.00,-1.00,-2.00,3.02
168.00,0.00,1.00,-1.00,-2.00,3.12
168.10,0.00,-1.57,-1.00,-2.00,-3.06
168.20,0.00,1.00,-1.00,-2.00,3.06
168.30,0.00,-1.57,-1.00,-2.00,-3.12
168.40,0.00,1.00,-1.00,-2.00,3.01
168.50,0.00,1.00,-1.00,-2.00,3.11
168.60,0.00,-1.57,-1.00,-2.00,-3.08
168.70,0.00,1.00,-1.00,-2.00,3.05
168.80,0.00,-1.57,-1.00,-2.00,-3.13
168.90,0.00,1.00,-1.00,-2.00,2.99
169.00,0.00,1.00,-1.00,-2.00,3.09
169.10,0.00,-1.57,-1.00,-2.00,-3.09
169.20,0.00,1.00,-1.00,-2.00,3.03
169.30,0.00,1.00,-1.00,-2.00,3.13
169.40,0.00,-1.57,-1.00,-2.00,-3.05
169.50,0.00,1.00,-1.00,-2.00,3.08
169.60,0.00,-1.57,-1.00,-2.00,-3.11
169.70,0.00,1.00,-1.00,-2.00,3.02
169.80,0.00,1.00,-1.00,-2.00,3.12
169.90,0.00,-1.57,-1.00,-2.00,-3.06
170.00,0.00,1.00,-1.00,-2.00,3.06
170.10,0.00,-1.57,-1.00,-2.00,-3.12
170.20,0.00,1.00,-1.00,-2.00,3.01
170.30,0.00,1.00,-1.00,-2.00,3.11
170.40,0.00,-1.57,-1.00,-2.00,-3.08
170.50,0.00,1.00,-1.00,-2.00,3.05
170.60,0.00,-1.57,-1.00,-2.00,-3.13
170.70,0.00,1.00,-1.00,-2.00,2.99
170.80,0.00,1.00,-1.00,-2.00,3.09
170.90,0.00,-1.57,-1.00,-2.00,-3.09
171.00,0.00,1.00,-1.00,-2.00,3.04
171.10,0.00,1.00,-1.00,-2.00,3.14
171.20,0.00,-1.57,-1.00,-2.00,-3.05
171.30,0.00,1.00,-1.00,-2.00,3.08
171.40,0.00,-1.57,-1.00,-2.00,-3.11
171.50,0.00,1.00,-1.00,-2.00,3.02
171.60,0.00,1.00,-1.00,-2.00,3.12
171.70,0.00,-1.57,-1.00,-2.00,-3.06
171.80,0.00,1.00,-1.00,-2.00,3.06
171.90,0.00,-1.57,-1.00,-2.00,-3.12
172.00,0.00,1.00,-1.00,-2.00,3.01
172.10,0.00,1.00,-1.00,-2.00,3.11
172.20,0.00,-1.57,-1.00,-2.00,-3.08
172.30,0.00,1.00,-1.00,-2.00,3.05
172.40,0.00,-1.57,-1.00,-2.00,-3.13
172.50,0.00,1.00,-1.00,-2.00,2.99
172.60,0.00,1.00,-1.00,-2.00,3.09
172.70,0.00,-1.57,-1.00,-2.00,-3.09
172.80,0.00,1.00,-1.00,-2.00,3.04
172.90,0.00,1.00,-1.00,-2.00,3.14
173.00,0.00,-1.57,-1.00,-2.00,-3.05
173.10,0.00,1.00,-1.00,-2.00,3.08
173.20,0.00,-1.57,-1.00,-2.00,-3.10
173.30,0.00,1.00,-1.00,-2.00,3.02
173.40,0.00,1.00,-1.00,-2.00,3.12
173.50,0.00,-1.57,-1.00,-2.00,-3.06
173.60,0.00,1.00,-1.00,-2.00,3.06
173.70,0.00,-1.57,-1.00,-2.00,-3.12
173.80,0.00,1.00,-1.00,-2.00,3.01
173.90,0.00,1.00,-1.00,-2.00,3.11
174.00,0.00,-1.57,-1.00,-2.00,-3.08
174.10,0.00,1.00,-1.00,-2.00,3.05
174.20,0.00,-1.57,-1.00,-2.00,-3.13
174.30,0.00,1.00,-1.00,-2.00,2.99
174.40,0.00,1.00,-1.00,-2.00,3.09
174.50,0.00,-1.57,-1.00,-2.00,-3.09
174.60,0.00,1.00,-1.00,-2.00,3.04
174.70,0.00,1.00,-1.00,-2.00,3.14
174.80,0.00,-1.57,-1.00,-2.00,-3.05
174.90,0.00,1.00,-1.00,-2.00,3.08
175.00,0.00,-1.57,-1.00,-2.00,-3.10
175.10,0.00,1.00,-1.00,-2.00,3.02
175.20,0.00,1.00,-1.00,-2.00,3.12
175.30,0.00,-1.57,-1.00,-2.00,-3.06
175.40,0.00,1.00,-1.00,-2.00,3.06
175.50,0.00,-1.57,-1.00,-2.00,-3.12
175.60,0.00,1.00,-1.00,-2.00,3.01
175.70,0.00,1.00,-1.00,-2.00,3.11
175.80,0.00,-1.57,-1.00,-2.00,-3.08
175.90,0.00,1.00,-1.00,-2.00,3.05
176.00,0.00,-1.57,-1.00,-2.00,-3.13
176.10,0.00,1.00,-1.00,-2.00,2.99
176.20,0.00,1.00,-1.00,-2.00,3.09
176.30,0.00,-1.57,-1.00,-2.00,-3.09
176.40,0.00,1.00,-1.00,-2.00,3.04
176.50,0.00,1.00,-1.00,-2.00,3.14
176.60,0.00,-1.57,-1.00,-2.00,-3.05
176.70,0.00,1.00,-1.00,-2.00,3.08
176.80,0.00,-1.57,-1.00,-2.00,-3.10
176.90,0.00,1.00,-1.00,-2.00,3.02
177.00,0.00,1.00,-1.00,-2.00,3.12
177.10,0.00,-1.57,-1.00,-2.00,-3.06
177.20,0.00,1.00,-1.00,-2.00,3.07
177.30,0.00,-1.57,-1.00,-2.00,-3.12
177.40,0.00,1.00,-1.00,-2.00,3.01
177.50,0.00,1.00,-1.00,-2.00,3.11
177.60,0.00,-1.57,-1.00,-2.00,-3.08
177.70,0.00,1.00,-1.00,-2.00,3.05
177.80,0.00,-1.57,-1.00,-2.00,-3.13
177.90,0.00,1.00,-1.00,-2.00,2.99
178.00,0.00,1.00,-1.00,-2.00,3.09
178.10,0.00,-1.57,-1.00,-2.00,-3.09
178.20,0.00,1.00,-1.00,-2.00,3.04
178.30,0.00,1.00,-1.00,-2.00,3.14
178.40,0.00,-1.57,-1.00,-2.00,-3.05
178.50,0.00,1.00,-1.00,-2.00,3.08
178.60,0.00,-1.57,-1.00,-2.00,-3.10
178.70,0.00,1.00,-1.00,-2.00,3.02
178.80,0.00,1.00,-1.00,-2.00,3.12
178.90,0.00,-1.57,-1.00,-2.00,-3.06
179.00,0.00,1.00,-1.00,-2.00,3.07
179.10,0.00,-1.57,-1.00,-2.00,-3.12
179.20,0.00,1.00,-1.00,-2.00,3.01
179.30,0.00,1.00,-1.00,-2.00,3.11
179.40,0.00,-1.57,-1.00,-2.00,-3.07
179.50,0.00,1.00,-1.00,-2.00,3.05
179.60,0.00,-1.57,-1.00,-2.00,-3.13
179.70,0.00,1.00,-1.00,-2.00,2.99
179.80,0.00,1.00,-1.00,-2.00,3.09
179.90,0.00,-1.57,-1.00,-2.00,-3.09
180.00,0.00,1.00,-1.00,-2.00,3.04
180.10,0.00,1.00,-1.00,-2.00,3.14
180.20,0.00,-1.57,-1.00,-2.00,-3.05
180.30,0.00,1.00,-1.00,-2.00,3.08
180.40,0.00,-1.57,-1.00,-2.00,-3.10
180.50,0.00,1.00,-1.00,-2.00,3.02
180.60,0.00,1.00,-1.00,-2.00,3.12
180.70,0.00,-1.57,-1.00,-2.00,-3.06
180.80,0.00,1.00,-1.00,-2.00,3.07
180.90,0.00,-1.57,-1.00,-2.00,-3.12
181.00,0.00,1.00,-1.00,-2.00,3.01
181.10,0.00,1.00,-1.00,-2.00,3.11
181.20,0.00,-1.57,-1.00,-2.00,-3.07
181.30,0.00,1.00,-1.00,-2.00,3.05
181.40,0.00,-1.57,-1.00,-2.00,-3.13
181.50,0.00,1.00,-1.00,-2.00,2.99
181.60,0.00,1.00,-1.00,-2.00,3.09
181.70,0.00,-1.57,-1.00,-2.00,-3.09
181.80,0.00,1.00,-1.00,-2.00,3.04
181.90,0.00,1.00,-1.00,-2.00,3.14
182.00,0.00,-1.57,-1.00,-2.00,-3.05
182.10,0.00,1.00,-1.00,-2.00,3.08
182.20,0.00,-1.57,-1.00,-2.00,-3.10
182.30,0.00,1.00,-1.00,-2.00,3.02
182.40,0.00,1.00,-1.00,-2.00,3.12
182.50,0.00,-1.57,-1.00,-2.00,-3.06
182.60,0.00,1.00,-1.00,-2.00,3.07
182.70,0.00,-1.57,-1.00,-2.00,-3.12
182.80,0.00,1.00,-1.00,-2.00,3.01
182.90,0.00,1.00,-1.00,-2.00,3.11
183.00,0.00,-1.57,-1.00,-2.00,-3.07
183.10,0.00,1.00,-1.00,-2.00,3.05
183.20,0.00,-1.57,-1.00,-2.00,-3.13
183.30,0.00,1.00,-1.00,-2.00,3.00
183.40,0.00,1.00,-1.00,-2.00,3.10
183.50,0.00,-1.57,-1.00,-2.00,-3.09
183.60,0.00,1.00,-1.00,-2.00,3.04
183.70,0.00,1.00,-1.00,-2.00,3.14
183.80,0.00,-1.57,-1.00,-2.00,-3.05
183.90,0.00,1.00,-1.00,-2.00,3.08
184.00,0.00,-1.57,-1.00,-2.00,-3.10
184.10,0.00,1.00,-1.00,-2.00,3.02
184.20,0.00,1.00,-1.00,-2.00,3.12
184.30,0.00,-1.57,-1.00,-2.00,-3.06
184.40,0.00,1.00,-1.00,-2.00,3.07
184.50,0.00,-1.57,-1.00,-2.00,-3.12
184.60,0.00,1.00,-1.00,-2.00,3.01
184.70,0.00,1.00,-1.00,-2.00,3.11
184.80,0.00,-1.57,-1.00,-2.00,-3.07
184.90,0.00,1.00,-1.00,-2.00,3.05
185.00,0.00,-1.57,-1.00,-2.00,-3.13
185.10,0.00,1.00,-1.00,-2.00,3.00
185.20,0.00,1.00,-1.00,-2.00,3.10
185.30,0.00,-1.57,-1.00,-2.00,-3.09
185.40,0.00,1.00,-1.00,-2.00,3.04
185.50,0.00,1.00,-1.00,-2.00,3.14
185.60,0.00,-1.57,-1.00,-2.00,-3.04
185.70,0.00,1.00,-1.00,-2.00,3.08
185.80,0.00,-1.57,-1.00,-2.00,-3.10
185.90,0.00,1.00,-1.00,-2.00,3.02
186.00,0.00,1.00,-1.00,-2.00,3.12
186.10,0.00,-1.57,-1.00,-2.00,-3.06
186.20,0.00,1.00,-1.00,-2.00,3.07
186.30,0.00,-1.57,-1.00,-2.00,-3.12
186.40,0.00,1.00,-1.00,-2.00,3.01
186.50,0.00,1.00,-1.00,-2.00,3.11
186.60,0.00,-1.57,-1.00,-2.00,-3.07
186.70,0.00,1.00,-1.00,-2.00,3.05
186.80,0.00,-1.57,-1.00,-2.00,-3.13
186.90,0.00,1.00,-1.00,-2.00,3.00
187.00,0.00,1.00,-1.00,-2.00,3.10
187.10,0.00,-1.57,-1.00,-2.00,-3.09
187.20,0.00,1.00,-1.00,-2.00,3.04
187.30,0.00,1.00,-1.00,-2.00,3.14
187.40,0.00,-1.57,-1.00,-2.00,-3.04
187.50,0.00,1.00,-1.00,-2.00,3.08
187.60,0.00,-1.57,-1.00,-2.00,-3.10
187.70,0.00,1.00,-1.00,-2.00,3.02
187.80,0.00,1.00,-1.00,-2.00,3.12
187.90,0.00,-1.57,-1.00,-2.00,-3.06
188.00,0.00,1.00,-1.00,-2.00,3.07
188.10,0.00,-1.57,-1.00,-2.00,-3.12
188.20,0.00,1.00,-1.00,-2.00,3.01
188.30,0.00,1.00,-1.00,-2.00,3.11
188.40,0.00,-1.57,-1.00,-2.00,-3.07
188.50,0.00,1.00,-1.00,-2.00,3.05
188.60,0.00,-1.57,-1.00,-2.00,-3.13
188.70,0.00,1.00,-1.00,-2.00,3.00
188.80,0.00,1.00,-1.00,-2.00,3.10
188.90,0.00,-1.57,-1.00,-2.00,-3.09
189.00,0.00,1.00,-1.00,-2.00,3.04
189.10,0.00,1.00,-1.00,-2.00,3.14
189.20,0.00,-1.57,-1.00,-2.00,-3.04
189.30,0.00,1.00,-1.00,-2.00,3.08
189.40,0.00,-1.57,-1.00,-2.00,-3.10
189.50,0.00,1.00,-1.00,-2.00,3.03
189.60,0.00,1.00,-1.00,-2.00,3.13
189.70,0.00,-1.57,-1.00,-2.00,-3.06
189.80,0.00,1.00,-1.00,-2.00,3.07
189.90,0.00,-1.57,-1.00,-2.00,-3.11
190.00,0.00,1.00,-1.00,-2.00,3.01
190.10,0.00,1.00,-1.00,-2.00,3.11
190.20,0.00,-1.57,-1.00,-2.00,-3.07
190.30,0.00,1.00,-1.00,-2.00,3.05
190.40,0.00,-1.57,-1.00,-2.00,-3.13
190.50,0.00,1.00,-1.00,-2.00,3.00
190.60,0.00,1.00,-1.00,-2.00,3.10
190.70,0.00,-1.57,-1.00,-2.00,-3.09
190.80,0.00,1.00,-1.00,-2.00,3.04
190.90,0.00,1.00,-1.00,-2.00,3.14
191.00,0.00,-1.57,-1.00,-2.00,-3.04
191.10,0.00,1.00,-1.00,-2.00,3.08
191.20,0.00,-1.57,-1.00,-2.00,-3.10
191.30,0.00,1.00,-1.00,-2.00,3.03
191.40,0.00,1.00,-1.00,-2.00,3.13
191.50,0.00,-1.57,-1.00,-2.00,-3.06
191.60,0.00,1.00,-1.00,-2.00,3.07
191.70,0.00,-1.57,-1.00,-2.00,-3.11
191.80,0.00,1.00,-1.00,-2.00,3.01
191.90,0.00,1.00,-1.00,-2.00,3.11
192.00,0.00,-1.57,-1.00,-2.00,-3.07
192.10,0.00,1.00,-1.00,-2.00,3.05
192.20,0.00,-1.57,-1.00,-2.00,-3.13
192.30,0.00,1.00,-1.00,-2.00,3.00
192.40,0.00,1.00,-1.00,-2.00,3.10
192.50,0.00,-1.57,-1.00,-2.00,-3.09
192.60,0.00,1.00,-1.00,-2.00,3.04
192.70,0.00,1.00,-1.00,-2.00,3.14
192.80,0.00,-1.57,-1.00,-2.00,-3.04
192.90,0.00,1.00,-1.00,-2.00,3.08
193.00,0.00,-1.57,-1.00,-2.00,-3.10
193.10,0.00,1.00,-1.00,-2.00,3.03
193.20,0.00,1.00,-1.00,-2.00,3.13
193.30,0.00,-1.57,-1.00,-2.00,-3.06
193.40,0.00,1.00,-1.00,-2.00,3.07
193.50,0.00,-1.57,-1.00,-2.00,-3.11
193.60,0.00,1.00,-1.00,-2.00,3.01
193.70,0.00,1.00,-1.00,-2.00,3.11
193.80,0.00,-1.57,-1.00,-2.00,-3.07
193.90,0.00,1.00,-1.00,-2.00,3.05
194.00,0.00,-1.57,-1.00,-2.00,-3.13
194.10,0.00,1.00,-1.00,-2.00,3.00
194.20,0.00,1.00,-1.00,-2.00,3.10
194.30,0.00,-1.57,-1.00,-2.00,-3.09
194.40,0.00,1.00,-1.00,-2.00,3.04
194.50,0.00,1.00,-1.00,-2.00,3.14
194.60,0.00,-1.57,-1.00,-2.00,-3.04
194.70,0.00,1.00,-1.00,-2.00,3.08
194.80,0.00,-1.57,-1.00,-2.00,-3.10
194.90,0.00,1.00,-1.00,-2.00,3.03
195.00,0.00,1.00,-1.00,-2.00,3.13
195.10,0.00,-1.57,-1.00,-2.00,-3.06
195.20,0.00,1.00,-1.00,-2.00,3.07
195.30,0.00,-1.57,-1.00,-2.00,-3.11
195.40,0.00,1.00,-1.00,-2.00,3.01
195.50,0.00,1.00,-1.00,-2.00,3.11
195.60,0.00,-1.57,-1.00,-2.00,-3.07
195.70,0.00,1.00,-1.00,-2.00,3.06
195.80,0.00,-1.57,-1.00,-2.00,-3.13
195.90,0.00,1.00,-1.00,-2.00,3.00
196.00,0.00,1.00,-1.00,-2.00,3.10
196.10,0.00,-1.57,-1.00,-2.00,-3.08
196.20,0.00,1.00,-1.00,-2.00,3.04
196.30,0.00,1.00,-1.00,-2.00,3.14
196.40,0.00,-1.57,-1.00,-2.00,-3.04
196.50,0.00,1.00,-1.00,-2.00,3.08
196.60,0.00,-1.57,-1.00,-2.00,-3.10
196.70,0.00,1.00,-1.00,-2.00,3.03
196.80,0.00,1.00,-1.00,-2.00,3.13
196.90,0.00,-1.57,-1.00,-2.00,-3.06
197.00,0.00,1.00,-1.00,-2.00,3.07
197.10,0.00,-1.57,-1.00,-2.00,-3.11
197.20,0.00,1.00,-1.00,-2.00,3.01
197.30,0.00,1.00,-1.00,-2.00,3.11
197.40,0.00,-1.57,-1.00,-2.00,-3.07
197.50,0.00,1.00,-1.00,-2.00,3.06
197.60,0.00,-1.57,-1.00,-2.00,-3.13
197.70,0.00,1.00,-1.00,-2.00,3.00
197.80,0.00,1.00,-1.00,-2.00,3.10
197.90,0.00,-1.57,-1.00,-2.00,-3.08
198.00,0.00,1.00,-1.00,-2.00,3.04
198.10,0.00,-1.57,-1.00,-2.00,-3.14
198.20,0.00,1.00,-1.00,-2.00,2.98
198.30,0.00,1.00,-1.00,-2.00,3.08
198.40,0.00,-1.57,-1.00,-2.00,-3.10
198.50,0.00,1.00,-1.00,-2.00,3.03
198.60,0.00,1.00,-1.00,-2.00,3.13
198.70,0.00,-1.57,-1.00,-2.00,-3.06
198.80,0.00,1.00,-1.00,-2.00,3.07
198.90,0.00,-1.57,-1.00,-2.00,-3.11
199.00,0.00,1.00,-1.00,-2.00,3.01
199.10,0.00,1.00,-1.00,-2.00,3.11
199.20,0.00,-1.57,-1.00,-2.00,-3.07
199.30,0.00,1.00,-1.00,-2.00,3.06
199.40,0.00,-1.57,-1.00,-2.00,-3.13
199.50,0.00,1.00,-1.00,-2.00,3.00
199.60,0.00,1.00,-1.00,-2.00,3.10
199.70,0.00,-1.57,-1.00,-2.00,-3.08
199.80,0.00,1.00,-1.00,-2.00,3.04
199.90,0.00,-1.57,-1.00,-2.00,-3.14
200.00,0.00,1.00,-1.00,-2.00,2.99
200.10,0.00,1.00,-1.00,-2.00,3.09
200.20,0.00,-1.57,-1.00,-2.00,-3.10
200.30,0.00,1.00,-1.00,-2.00,3.03
200.40,0.00,1.00,-1.00,-2.00,3.13
200.50,0.00,-1.57,-1.00,-2.00,-3.06
200.60,0.00,1.00,-1.00,-2.00,3.07
200.70,0.00,-1.57,-1.00,-2.00,-3.11
200.80,0.00,1.00,-1.00,-2.00,3.01
200.90,0.00,1.00,-1.00,-2.00,3.11
201.00,0.00,-1.57,-1.00,-2.00,-3.07
201.10,0.00,1.00,-1.00,-2.00,3.06
201.20,0.00,-1.57,-1.00,-2.00,-3.13
201.30,0.00,1.00,-1.00,-2.00,3.00
201.40,0.00,1.00,-1.00,-2.00,3.10
201.50,0.00,-1.57,-1.00,-2.00,-3.08
201.60,0.00,1.00,-1.00,-2.00,3.04
201.70,0.00,-1.57,-1.00,-2.00,-3.14
201.80,0.00,1.00,-1.00,-2.00,2.99
201.90,0.00,1.00,-1.00,-2.00,3.09
202.00,0.00,-1.57,-1.00,-2.00,-3.10
202.10,0.00,1.00,-1.00,-2.00,3.03
202.20,0.00,1.00,-1.00,-2.00,3.13
202.30,0.00,-1.57,-1.00,-2.00,-3.05
202.40,0.00,1.00,-1.00,-2.00,3.07
202.50,0.00,-1.57,-1.00,-2.00,-3.11
202.60,0.00,1.00,-1.00,-2.00,3.01
202.70,0.00,1.00,-1.00,-2.00,3.11
202.80,0.00,-1.57,-1.00,-2.00,-3.07
202.90,0.00,1.00,-1.00,-2.00,3.06
203.00,0.00,-1.57,-1.00,-2.00,-3.13
203.10,0.00,1.00,-1.00,-2.00,3.00
203.20,0.00,1.00,-1.00,-2.00,3.10
203.30,0.00,-1.57,-1.00,-2.00,-3.08
203.40,0.00,1.00,-1.00,-2.00,3.04
203.50,0.00,-1.57,-1.00,-2.00,-3.14
203.60,0.00,1.00,-1.00,-2.00,2.99
203.70,0.00,1.00,-1.00,-2.00,3.09
203.80,0.00,-1.57,-1.00,-2.00,-3.10
203.90,0.00,1.00,-1.00,-2.00,3.03
204.00,0.00,1.00,-1.00,-2.00,3.13
204.10,0.00,-1.57,-1.00,-2.00,-3.05
204.20,0.00,1.00,-1.00,-2.00,3.07
204.30,0.00,-1.57,-1.00,-2.00,-3.11
204.40,0.00,1.00,-1.00,-2.00,3.01
204.50,0.00,1.00,-1.00,-2.00,3.11
204.60,0.00,-1.57,-1.00,-2.00,-3.07
204.70,0.00,1.00,-1.00,-2.00,3.06
204.80,0.00,-1.57,-1.00,-2.00,-3.13
204.90,0.00,1.00,-1.00,-2.00,3.00
205.00,0.00,1.00,-1.00,-2.00,3.10
205.10,0.00,-1.57,-1.00,-2.00,-3.08
205.20,0.00,1.00,-1.00,-2.00,3.04
205.30,0.00,-1.57,-1.00,-2.00,-3.14
205.40,0.00,1.00,-1.00,-2.00,2.99
205.50,0.00,1.00,-1.00,-2.00,3.09
205.60,0.00,-1.57,-1.00,-2.00,-3.10
205.70,0.00,1.00,-1.00,-2.00,3.03
205.80,0.00,1.00,-1.00,-2.00,3.13
205.90,0.00,-1.57,-1.00,-2.00,-3.05
206.00,0.00,1.00,-1.00,-2.00,3.07
206.10,0.00,-1.57,-1.00,-2.00,-3.11
206.20,0.00,1.00,-1.00,-2.00,3.02
206.30,0.00,1.00,-1.00,-2.00,3.12
206.40,0.00,-1.57,-1.00,-2.00,-3.07
206.50,0.00,1.00,-1.00,-2.00,3.06
206.60,0.00,-1.57,-1.00,-2.00,-3.13
206.70,0.00,1.00,-1.00,-2.00,3.00
206.80,0.00,1.00,-1.00,-2.00,3.10
206.90,0.00,-1.57,-1.00,-2.00,-3.08
207.00,0.00,1.00,-1.00,-2.00,3.04
207.10,0.00,-1.57,-1.00,-2.00,-3.14
207.20,0.00,1.00,-1.00,-2.00,2.99
207.30,0.00,1.00,-1.00,-2.00,3.09
207.40,0.00,-1.57,-1.00,-2.00,-3.10
207.50,0.00,1.00,-1.00,-2.00,3.03
207.60,0.00,1.00,-1.00,-2.00,3.13
207.70,0.00,-1.57,-1.00,-2.00,-3.05
207.80,0.00,1.00,-1.00,-2.00,3.07
207.90,0.00,-1.57,-1.00,-2.00,-3.11
208.00,0.00,1.00,-1.00,-2.00,3.02
208.10,0.00,1.00,-1.00,-2.00,3.12
208.20,0.00,-1.57,-1.00,-2.00,-3.07
208.30,0.00,1.00,-1.00,-2.00,3.06
208.40,0.00,-1.57,-1.00,-2.00,-3.12
208.50,0.00,1.00,-1.00,-2.00,3.00
208.60,0.00,1.00,-1.00,-2.00,3.10
208.70,0.00,-1.57,-1.00,-2.00,-3.08
208.80,0.00,1.00,-1.00,-2.00,3.04
208.90,0.00,-1.57,-1.00,-2.00,-3.14
